Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_sgd
HP,Probook 650,Notebook,15.6,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 520,Windows 10,2.31,1829.05
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i5,4,1TB HDD,Intel HD Graphics 620,Windows 10,2.18,1111.65
HP,ProBook 640,Notebook,14.0,1366x768,Intel Core i5,4,500GB HDD,Intel HD Graphics 520,Windows 10,1.95,1803.93
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1366x768,Intel Others,4,1TB HDD,Intel HD Graphics 505,Windows 10,2.2,485.13
HP,EliteBook 820,Ultrabook,12.5,1920x1080,Intel Core i5,4,500GB HDD,Intel HD Graphics 520,Windows 10,1.26,2479.03
HP,250 G6,Notebook,15.6,1366x768,Intel Others,4,1TB HDD,Intel HD Graphics 400,No OS,1.86,453.57
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,3200x1800,Intel Core i7,16,1TB SSD,Intel Iris Graphics 540,Windows 10,1.3,2824.43
Toshiba,Tecra Z40-C-12X,Notebook,14.0,1920x1080,Intel Core i5,4,128GB SSD,Intel HD Graphics 520,Windows 10,1.47,1734.85
HP,EliteBook 820,Netbook,12.5,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.26,2620.33
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3,4,1TB HDD,Intel HD Graphics 520,Windows 10,2.18,877.0
MSI,GP62M Leopard,Gaming,15.6,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2,1882.43
Dell,Latitude 7480,Ultrabook,14.0,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.36,2573.23
Dell,Alienware 17,Gaming,17.3,2560x1440,Intel Core i7,16,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1080,Windows 10,4.36,4330.06
HP,Omen 17-W006na,Gaming,17.3,1920x1080,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 965M,Windows 10,2.75,2196.43
Asus,X751SV-TY001T,Notebook,17.3,1600x900,Intel Others,4,1TB HDD,Nvidia GeForce 920MX,Windows 10,2.8,832.1
Acer,TravelMate P259-G2,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD Graphics 620,Windows 10,2.23,971.83
Toshiba,Tecra A50-C-1ZV,Notebook,15.6,1366x768,Intel Core i5,8,256GB SSD,Intel HD Graphics 520,Windows 10,2.2,1756.83
Lenovo,Yoga 700-11ISK,2 in 1 Convertible,11.3,1920x1080,Intel Others,8,256GB SSD,Intel HD Graphics 515,Windows 10,1.1,2039.43
Lenovo,IdeaPad Y700-15ACZ,Gaming,15.6,1920x1080,AMD,16,512GB SSD +  1TB HDD,AMD Radeon R9 M385,Windows 10,2.5,1568.43
Dell,Latitude 7280,Ultrabook,12.5,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics,Windows 10,1.36,2311.35
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce 920MX,No OS,2.2,1075.45
Dell,Insprion 5767,Notebook,17.3,1600x900,Intel Core i3,4,1TB HDD,AMD Radeon R7 M445,Windows 10,2.36,1034.63
Acer,Chromebook 14,Notebook,14.0,1366x768,Intel Others,4,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.68,547.93
HP,ZBook Studio,Workstation,15.6,1920x1080,Intel Core i7,8,8GB SSD,Nvidia Quadro M1000M,Windows 10,2.0,3530.93
Dell,Latitude 7480,Ultrabook,14.0,1920x1080,Intel Core i7,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.36,2786.75
Toshiba,Portege Z30-C-1CW,Notebook,13.3,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 520,Windows 7,1.2,2292.2
Asus,Chromebook Flip,2 in 1 Convertible,12.5,1920x1080,Intel Others,8,64GB Flash Storage,Intel HD Graphics 515,Chrome OS,1.2,1819.63
Lenovo,Thinkpad T460,Ultrabook,14.0,1920x1080,Intel Core i7,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.7,2337.71
Dell,Alienware 17,Gaming,17.3,3840x2160,Intel Core i7,16,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.36,4951.78
Dell,XPS 13,2 in 1 Convertible,13.3,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 615,Windows 10,1.24,2981.43
HP,ProBook x360,2 in 1 Convertible,11.6,n1366x768,Intel Others,4,256GB SSD,Intel HD Graphics 505,Windows 10,1.45,1216.75
Dell,XPS 13,Ultrabook,13.3,3200x1800,Intel Core i7,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.3,1990.76
Acer,Chromebook C738T-C2EJ,2 in 1 Convertible,11.6,n1366x768,Intel Others,4,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.25,610.73
Toshiba,Portege Z30-C-16Z,Notebook,13.3,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.2,2409.95
Lenovo,ThinkPad X270,Ultrabook,12.5,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.36,2763.2
Acer,Aspire F5-573G-510L,Notebook,15.6,1920x1080,Intel Core i5,12,128GB SSD +  1TB HDD,Nvidia GeForce GTX 950M,Windows 10,2.4,1584.13
Toshiba,Portege X20W-D-10V,Ultrabook,12.5,1920x1080,Intel Core i7,8,512GB SSD,Intel HD Graphics 620,Windows 10,1.1,2810.3
HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i5,8,1TB HDD,Nvidia GeForce 930MX,Windows 10,2.04,1329.01
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3,4,1TB HDD,AMD Radeon R5 M430,Linux,2.25,731.02
Dell,Latitude 5580,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD Graphics 620,Windows 10,1.9,1295.25
HP,ProBook 450,Notebook,15.6,1920x1080,Intel Core i3,4,500GB HDD,Intel HD Graphics 620,Windows 10,2.04,1075.45
Dell,Alienware 17,Gaming,17.3,1920x1080,Intel Core i7,32,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42,4943.93
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,1920x1080,Intel Core i5,6,256GB SSD,Nvidia GeForce 920MX,Windows 10,2.4,1091.15
Dell,XPS 13,2 in 1 Convertible,13.3,3200x1800,Intel Core i7,16,512GB SSD,Intel HD Graphics 615,Windows 10,1.22,2981.43
Dell,Latitude E7470,Ultrabook,14.0,2560x1440,Intel Core i7,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.5,3081.88
Dell,Alienware 17,Gaming,17.3,1920x1080,Intel Core i7,32,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42,4396.0
Toshiba,Tecra A40-C-1DF,Notebook,14.0,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.95,1852.6
Asus,Rog Strix,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.73,3218.34
HP,Probook 450,Notebook,15.6,1920x1080,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce 930MX,Windows 10,2.04,1537.03
Lenovo,ThinkPad T460,Notebook,14.0,1366x768,Intel Core i5,4,508GB Hybrid,Intel HD Graphics 520,Windows 7,1.7,1573.14
Asus,Q534UX-BHI7T19,2 in 1 Convertible,15.6,3840x2160,Intel Core i7,16,512GB SSD +  2TB HDD,Nvidia GeForce GTX 950M,Windows 10,2.3,2824.43
HP,15-bs053od,Notebook,15.6,1366x768,Intel Core i7,6,1TB HDD,Intel HD Graphics 620,Windows 10,2.04,909.03
Asus,Rog GL753VE-DS74,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.99,2745.93
Dell,Inspiron 7579,2 in 1 Convertible,15.6,1920x1080,Intel Core i7,12,512GB SSD,Intel HD Graphics 620,Windows 10,2.19,2039.43
Toshiba,Portege Z30-C-1CV,Notebook,13.3,1920x1080,Intel Core i5,4,128GB SSD,Intel HD Graphics 520,Windows 7,1.2,1876.15
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,1920x1080,AMD,6,256GB SSD,AMD Radeon 530,Windows 10,2.2,861.93
Fujitsu,LifeBook A556,Notebook,15.6,1366x768,Intel Core i5,4,256GB SSD,Intel HD Graphics 520,Windows 10,2.3,1018.93
Toshiba,Tecra A40-C-1KF,Notebook,14.0,1366x768,Intel Core i5,4,500GB HDD,Intel HD Graphics 520,Windows 10,1.75,1436.55
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,AMD Radeon R5 M430,Windows 10,2.25,940.43
HP,Probook 450,Notebook,15.6,1920x1080,Intel Core i5,8,1TB HDD,Intel HD Graphics 620,Windows 10,2.04,1265.42
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.5,1866.73
Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i7,8,1TB HDD,AMD Radeon R7 M445,Windows 10,2.36,1175.93
Dell,Latitude 5480,Notebook,14.0,1920x1080,Intel Core i5,8,128GB SSD,Intel HD Graphics 620 ,Windows 10,1.6,1756.83
HP,EliteBook Folio,Netbook,12.5,1920x1080,Intel Others,8,512GB SSD,Intel HD Graphics 515,Windows 10,0.97,2995.56
HP,15-bs005nv,Notebook,15.6,1920x1080,Intel Core i3,4,128GB SSD +  1TB HDD,AMD Radeon 520,Windows 10,2.1,783.43
Lenovo,V110-15IAP,Notebook,15.6,1366x768,Intel Others,4,128GB SSD,Intel HD Graphics 500,No OS,1.9,424.87
Lenovo,ThinkPad T560,Notebook,15.6,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 520,Windows 10,2.3,2117.93
Dell,Inspiron 5378,2 in 1 Convertible,13.3,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.68,1395.73
Asus,ZenBook UX310UA-FB485T,Notebook,13.3,3200x1800,Intel Core i5,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.4,1805.5
HP,Spectre 13-V111dx,Ultrabook,13.3,1920x1080,Intel Core i7,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.11,2117.93
Acer,Aspire ES1-533,Notebook,15.6,1366x768,Intel Others,4,500GB HDD,Intel HD Graphics 505,Windows 10,2.4,596.6
Asus,Rog GL553VE-DS74,Gaming,15.6,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,2824.43
HP,EliteBook 840,Ultrabook,14.0,1920x1080,Intel Core i7,8,512GB SSD,Intel HD Graphics 620,Windows 10,1.48,3279.73
Acer,Nitro 5,Gaming,15.6,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.7,1978.2
HP,ENVY -,Notebook,13.3,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.34,1866.73
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3,4,128GB SSD,Intel HD Graphics 620,Windows 10,2.18,858.79
HP,Probook 440,Notebook,14.0,1366x768,Intel Core i5,4,500GB HDD,Intel HD Graphics 620,Windows 10,1.64,1223.03
Toshiba,Portege Z30-C-16H,Notebook,13.3,1920x1080,Intel Core i5,4,128GB SSD,Intel HD Graphics 520,Windows 10,1.2,1876.15
HP,EliteBook 840,Notebook,14.0,1366x768,Intel Core i5,4,256GB SSD,Intel HD Graphics 520,Windows 10,1.48,1726.98
HP,ProBook 640,Notebook,14.0,1920x1080,Intel Core i5,4,256GB SSD,Intel HD Graphics 620,Windows 10,1.95,1891.85
HP,EliteBook 1040,Ultrabook,14.0,1920x1080,Intel Core i7,8,256GB SSD,Intel HD Graphics 520,Windows 7,1.43,2274.93
HP,ProBook 440,Notebook,14.0,1920x1080,Intel Core i5,8,256GB SSD,Nvidia GeForce 930MX,Windows 10,1.64,1647.34
HP,Probook 440,Notebook,14.0,1366x768,Intel Core i3,4,500GB HDD,Intel HD Graphics 620,Windows 10,1.64,1073.88
Dell,Inspiron 7567,Gaming,15.6,1920x1080,Intel Core i5,8,1.0TB Hybrid,Nvidia GeForce GTX 1050,Windows 10,2.65,1489.93
HP,EliteBook 820,Ultrabook,12.5,1920x1080,Intel Core i5,4,500GB HDD,Intel HD Graphics 620,Windows 10,1.26,2416.23
HP,Elitebook 840,Notebook,14.0,1920x1080,Intel Core i5,4,256GB SSD,Intel HD Graphics 620,Windows 10,1.48,2496.3
HP,EliteBook 840,Ultrabook,14.0,1920x1080,Intel Core i7,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.54,2962.92
HP,Probook 430,Notebook,13.3,1366x768,Intel Core i3,4,500GB HDD,Intel HD Graphics 620,Windows 10,1.49,1256.0
Toshiba,Portege A30-C-1CZ,Notebook,13.3,1366x768,Intel Core i5,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.5,1899.7
HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i3,4,256GB SSD,Intel HD Graphics 620,Windows 10,2.04,1208.88
Lenovo,ThinkPad P70,Notebook,17.3,3840x2160,Intel Core i7,16,512GB SSD,Nvidia Quadro 3000M,Windows 7,2.4,4659.76
Toshiba,Tecra Z40-C-12Z,Notebook,14.0,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.47,2339.3
HP,EliteBook 1040,Notebook,14.0,1920x1080,Intel Core i7,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.43,3499.53
Dell,Inspiron 5568,2 in 1 Convertible,15.6,1920x1080,Intel Core i3,4,1TB HDD,Intel HD Graphics 520,Windows 10,2.08,1249.7
Toshiba,Portégé Z30-C-16K,Ultrabook,13.3,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.2,2496.3
HP,Spectre 13-V100nv,Notebook,13.3,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.11,1803.93
HP,ProBook 440,Notebook,14.0,1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce 930MX,Windows 10,1.64,1861.13
Dell,Latitude E5570,Notebook,15.6,1920x1080,Intel Core i5,8,500GB HDD,Intel HD Graphics 520,Windows 10,2.09,1642.91
HP,Elitebook 820,Ultrabook,12.5,1366x768,Intel Core i5,4,256GB SSD,Intel HD Graphics 620,Windows 10,1.26,2447.63
HP,ProBook 650,Notebook,14.0,1366x768,Intel Core i5,4,500GB HDD,Intel HD Graphics 620,Windows 10,2.31,1866.73
HP,ProBook 640,Notebook,14.0,1366x768,Intel Core i5,4,500GB HDD,Intel HD Graphics 620,Windows 10,1.95,1664.2
Dell,XPS 13,Ultrabook,13.3,3200x1800,Intel Core i5,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.29,2549.68
HP,Probook 470,Notebook,17.3,1920x1080,Intel Core i5,8,256GB SSD,Nvidia GeForce 930MX,Windows 10,2.63,1695.6
HP,ProBook 440,Notebook,14.0,1366x768,Intel Core i5,4,256GB SSD,Intel HD Graphics 620,Windows 10,1.64,1527.61
Acer,Aspire 3,Notebook,15.6,1366x768,AMD,6,1TB HDD,AMD Radeon R5,Windows 10,2.1,642.13
MSI,GL72M 7RDX,Gaming,17.3,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.7,1871.13
HP,Probook 640,Notebook,14.0,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 520,Windows 7,1.95,1876.15
HP,EliteBook 850,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.84,1929.51
HP,EliteBook 820,Ultrabook,12.5,1920x1080,Intel Core i7,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.26,2117.93
HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD Graphics 620,Windows 10,2.04,1164.94
Toshiba,Tecra Z40-C-136,Ultrabook,14.0,1920x1080,Intel Core i7,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.47,2708.25
Dell,Latitude E5570,Notebook,15.6,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 520,Windows 7,2.09,1668.83
HP,ProBook 440,Notebook,14.0,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.64,1586.5
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,1920x1080,Intel Core i7,4,256GB SSD,Intel HD Graphics 520,Windows 10,1.8,1329.79
Vero,V142,Notebook,14.0,1366x768,Intel Others,2,32GB Flash Storage,Intel HD Graphics 400,Windows 10,1.45,330.96
Toshiba,Tecra A50-C-218,Notebook,15.6,1920x1080,Intel Core i7,16,256GB SSD,Nvidia GeForce 930M,Windows 10,2.4,2237.25
Lenovo,Thinkpad L560,Notebook,15.6,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 520,Windows 10,2.3,1647.87
HP,EliteBook 840,Notebook,14.0,1920x1080,Intel Core i5,4,500GB HDD,Intel HD Graphics 520,Windows 10,1.54,1570.0
HP,EliteBook 850,Notebook,15.6,1920x1080,Intel Core i5,8,256GB SSD +  500GB HDD,Intel HD Graphics 520,Windows 10,1.84,3302.24
HP,EliteBook 1040,Notebook,14.0,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 520,Windows 7,1.43,2306.33
MSI,GT72S Dominator,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows 10,3.78,2426.65
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows 10,4.6,3595.28
Asus,Chromebook C202SA,Netbook,11.6,1366x768,Intel Others,4,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.2,452.0
Lenovo,ThinkPad X1,Notebook,14.0,2560x1440,Intel Core i7,16,256GB SSD,Intel HD Graphics 520,Windows 7,1.1,4113.4
HP,Noteb Pav,Notebook,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce 940MX,Windows 10,1.91,1537.03
Dell,Inspiron 5578,2 in 1 Convertible,15.6,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 620,Windows 10,2.3,1717.58
HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i5,4,256GB SSD,Intel HD Graphics 620,Windows 10,2.04,1537.03
Dell,XPS 13,Ultrabook,13.3,3200x1800,Intel Core i7,16,1TB SSD,Intel HD Graphics 620,Windows 10,1.2,3538.78
HP,ProBook 650,Notebook,15.6,1366x768,Intel Core i3,4,500GB HDD,Intel HD Graphics 520,Windows 10,2.31,1107.09
HP,250 G5,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD Graphics 620,No OS,1.96,783.43
Acer,Aspire ES1-523,Notebook,15.6,1366x768,AMD,8,1TB HDD,AMD Radeon R5,Windows 10,2.4,704.93
Dell,Inspiron 7378,2 in 1 Convertible,13.3,1920x1080,Intel Core i7,12,256GB SSD,Intel HD Graphics 620,Windows 10,1.6,2039.43
MSI,GT62VR 6RD,Gaming,15.6,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.94,2855.83
HP,ProBook 450,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Intel HD Graphics 620,Windows 10,2.04,1679.9
Asus,Rog G752VL-GC088D,Gaming,17.3,1920x1080,Intel Core i7,16,1TB HDD,Nvidia GeForce GTX 965M,No OS,4.0,1566.86
Dell,Inspiron 3567,Notebook,15.6,1920x1080,Intel Core i5,4,1TB HDD,Intel HD Graphics,Windows 10,2.25,877.63
Dell,Inspiron 5567,Notebook,15.6,1920x1080,Intel Core i7,16,2TB HDD,AMD Radeon R7 M445,Windows 10,2.32,1554.28
MSI,GS63VR 6RF,Gaming,15.6,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,1.8,3028.53
Dell,XPS 13,Ultrabook,13.3,1920x1080,Intel Core i7,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.29,2289.06
Asus,ROG G701VO,Gaming,17.3,1920x1080,Intel Core i7,64,1TB SSD,Nvidia GeForce GTX 980 ,Windows 10,3.58,6240.75
Dell,Inspiron 5368,2 in 1 Convertible,13.3,1920x1080,Intel Core i7,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.62,1252.88
Dell,Alienware 15,Gaming,15.6,3840x2160,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,Windows 10,3.21,2086.53
Apple,"MacBook 12""",Ultrabook,12.0,2304x1440,Intel Others,8,256GB Flash Storage,Intel HD Graphics 515,Mac OS X,0.92,2041.0
Dell,Latitude 3570,Notebook,15.6,1366x768,Intel Core i3,4,500GB HDD,Intel HD Graphics 520,Windows 10,2.06,756.71
HP,ProBook 650,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD Graphics 520,Windows 10,2.31,1882.43
HP,EliteBook 820,Ultrabook,12.5,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 520,Windows 7,1.26,1882.43
HP,ProBook 430,Notebook,13.3,1920x1080,Intel Core i7,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.49,1711.3
Lenovo,ThinkPad Yoga,Ultrabook,12.5,1920x1080,Intel Core i7,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.3,2690.18
Lenovo,IdeaPad 300-17ISK,Notebook,17.3,1600x900,Intel Core i5,8,1.0TB HDD,AMD Radeon R5 M330,Windows 10,3.0,1034.63
Lenovo,Ideapad 700-15ISK,Notebook,15.6,1920x1080,Intel Core i5,4,1TB HDD,Nvidia GeForce GTX 950M,Windows 10,2.3,1533.89
MSI,GT72VR Dominator,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,3.78,3923.43
Lenovo,V110-15ISK,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD Graphics 520,Windows 10,2.1,847.8
HP,Probook 650,Notebook,15.6,1920x1080,Intel Core i5,4,500GB HDD,Intel HD Graphics 520,Windows 7,2.31,1475.8
Lenovo,Yoga 900S-12ISK,Ultrabook,12.5,2560x1440,Intel Others,8,512GB SSD,Intel HD Graphics 515,Windows 10,0.99,2196.43
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,1920x1080,Intel Core i7,32,512GB SSD +  1.0TB Hybrid,Nvidia GeForce GTX 980M,Windows 10,4.6,5086.8
Lenovo,Yoga Book,2 in 1 Convertible,10.1,1920x1200,Intel Others,4,64GB Flash Storage,Intel HD Graphics 400,Windows 10,0.69,1014.64
HP,Spectre x360,Ultrabook,13.3,3840x2160,Intel Core i7,16,512GB SSD,Intel HD Graphics 620,Windows 10,1.3,3216.93
Dell,Vostro 3568,Notebook,15.6,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 620,Windows 10,2.18,1177.5
HP,EliteBook 840,Notebook,14.0,1920x1080,Intel Core i5,4,500GB HDD,Intel HD Graphics 520,Windows 7,1.54,1618.65
HP,ZBook 15u,Workstation,15.6,1920x1080,Intel Core i7,8,256GB SSD,AMD FirePro W4190M,Windows 7,1.9,2347.15
Lenovo,ThinkPad T460,Notebook,14.0,1920x1080,Intel Core i5,8,180GB SSD,Intel HD Graphics 520,Windows 7,1.7,1882.43
HP,Chromebook 13,Notebook,13.3,3200x1800,Intel Others,4,32GB Flash Storage,Intel HD Graphics 515,Chrome OS,1.29,965.55
Acer,Aspire ES1-523,Notebook,15.6,1366x768,AMD,4,500GB HDD,AMD Radeon R5,Windows 10,2.4,607.59
Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Others,4,500GB HDD,Intel HD Graphics,Linux,2.2,617.78
HP,250 G6,Notebook,15.6,1366x768,Intel Core i3,4,1TB HDD,Intel HD Graphics 520,No OS,1.86,543.2
Asus,Rog GL702VM-GC354T,Gaming,17.3,1920x1080,Intel Core i7,8,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.7,2510.43
Dell,Inspiron 5370,Ultrabook,13.3,1920x1080,Intel Core i5,4,256GB SSD,AMD Radeon 530,Windows 10,1.4,1284.81
HP,Elitebook 820,Netbook,12.5,1366x768,Intel Core i5,4,128GB SSD,Intel HD Graphics 520,Windows 7,2.4,2510.43
Acer,Aspire F5-573G,Notebook,15.6,1920x1080,Intel Core i5,8,256GB SSD +  1TB HDD,Nvidia GeForce GTX 950M,Windows 10,2.4,1254.43
Dell,Inspiron 5567,Notebook,15.6,1920x1080,Intel Core i5,8,1TB HDD,AMD Radeon R7 M445,Windows 10,2.36,1002.92
MSI,GS70 Stealth,Gaming,17.3,1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce GTX 965M,Windows 10,2.6,2510.43
HP,250 G5,Notebook,15.6,1366x768,Intel Others,4,1TB HDD,Intel HD Graphics 405,Windows 10,1.96,785.0
Asus,G752VY-GC162T,Gaming,17.3,1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows 10,4.3,3609.43
Dell,Latitude E5270,Ultrabook,12.5,1366x768,Intel Core i3,4,500GB HDD,Intel HD Graphics 520,Windows 7,1.5,1782.19
Dell,Latitude E5270,Ultrabook,12.5,1366x768,Intel Core i3,4,128GB SSD,Intel HD Graphics 520,Windows 7,1.5,1832.14
Acer,Chromebook 15,Notebook,15.6,1366x768,Intel Others,4,16GB SSD,Intel HD Graphics,Chrome OS,2.2,328.13
HP,ZBook 17,Workstation,17.3,1920x1080,Intel Core i7,8,1TB HDD,AMD FirePro W6150M,Windows 7,3.0,4551.43
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel Core i7,16,512GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.4,1882.43
Dell,Latitude E5270,Ultrabook,12.5,1366x768,Intel Core i5,8,256GB SSD,Intel HD Graphics 520,Windows 7,1.5,2218.57
MSI,GE72 Apache,Gaming,17.3,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.9,2372.57
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,1920x1080,Intel Core i5,4,256GB SSD,Intel HD Graphics 520,Windows 10,2.1,1361.19
HP,15-bw011nv,Notebook,15.6,1920x1080,AMD,4,1TB HDD,AMD Radeon R4,Windows 10,2.1,624.86
Asus,Rog GL552VW-CN470T,Gaming,15.6,1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.59,2102.23
HP,EliteBook 1030,Notebook,13.3,3200x1800,Intel Others,8,256GB SSD,Intel HD Graphics 515,Windows 10,1.16,2667.43
Dell,Vostro 3559,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,AMD Radeon R5 M315,Windows 7,2.24,1207.57
Lenovo,V110-15ISK,Notebook,15.6,1366x768,Intel Core i3,4,128GB SSD,Intel HD Graphics 520,Windows 10,2.1,673.53
HP,Spectre Pro,Ultrabook,13.3,1920x1080,Intel Core i7,8,512GB SSD,Intel HD Graphics 520,Windows 10,1.16,3091.33
